dataset_name,syear,prefix,analysis_unit,is_matchable,curr_hid,is_special
ah,1984,a,h,TRUE,hid_1984,FALSE
ahbrutto,1984,a,h,TRUE,hid_1984,FALSE
ahgen,1984,a,h,TRUE,hid_1984,FALSE
akind,1984,a,p,TRUE,hid_1984,FALSE
ap,1984,a,p,TRUE,hid_1984,FALSE
apausl,1984,a,p,TRUE,hid_1984,FALSE
apbrutto,1984,a,p,TRUE,hid_1984,FALSE
apequiv,1984,a,p,TRUE,hid_1984,FALSE
apgen,1984,a,p,TRUE,hid_1984,FALSE
bah,2010,ba,h,TRUE,hid_2010,FALSE
bahbrutto,2010,ba,h,TRUE,hid_2010,FALSE
bahgen,2010,ba,h,TRUE,hid_2010,FALSE
bajugend,2010,ba,p,TRUE,hid_2010,FALSE
bakind,2010,ba,p,TRUE,hid_2010,FALSE
bap,2010,ba,p,TRUE,hid_2010,FALSE
bapbrutto,2010,ba,p,TRUE,hid_2010,FALSE
bapequiv,2010,ba,p,TRUE,hid_2010,FALSE
bapgen,2010,ba,p,TRUE,hid_2010,FALSE
bapluecke,2011,bb,p,TRUE,hid_2010,FALSE
bbh,2011,bb,h,TRUE,hid_2011,FALSE
bbhbrutto,2011,bb,h,TRUE,hid_2011,FALSE
bbhgen,2011,bb,h,TRUE,hid_2011,FALSE
bbjugend,2011,bb,p,TRUE,hid_2011,FALSE
bbkind,2011,bb,p,TRUE,hid_2011,FALSE
bbp,2011,bb,p,TRUE,hid_2011,FALSE
bbpbrutto,2011,bb,p,TRUE,hid_2011,FALSE
bbpequiv,2011,bb,p,TRUE,hid_2011,FALSE
bbpgen,2011,bb,p,TRUE,hid_2011,FALSE
bbpluecke,2012,bc,p,TRUE,hid_2011,FALSE
bch,2012,bc,h,TRUE,hid_2012,FALSE
bchbrutto,2012,bc,h,TRUE,hid_2012,FALSE
bchgen,2012,bc,h,TRUE,hid_2012,FALSE
bcjugend,2012,bc,p,TRUE,hid_2012,FALSE
bckind,2012,bc,p,TRUE,hid_2012,FALSE
bcp,2012,bc,p,TRUE,hid_2012,FALSE
bcpbrutto,2012,bc,p,TRUE,hid_2012,FALSE
bcpequiv,2012,bc,p,TRUE,hid_2012,FALSE
bcpgen,2012,bc,p,TRUE,hid_2012,FALSE
bcpluecke,2013,bd,p,TRUE,hid_2012,FALSE
bdh,2013,bd,h,TRUE,hid_2013,FALSE
bdhbrutto,2013,bd,h,TRUE,hid_2013,FALSE
bdhgen,2013,bd,h,TRUE,hid_2013,FALSE
bdjugend,2013,bd,p,TRUE,hid_2013,FALSE
bdkind,2013,bd,p,TRUE,hid_2013,FALSE
bdp,2013,bd,p,TRUE,hid_2013,FALSE
bdpbrutto,2013,bd,p,TRUE,hid_2013,FALSE
bdpequiv,2013,bd,p,TRUE,hid_2013,FALSE
bdpgen,2013,bd,p,TRUE,hid_2013,FALSE
bdpluecke,2014,be,p,TRUE,hid_2013,FALSE
beh,2014,be,h,TRUE,hid_2014,FALSE
behbrutto,2014,be,h,TRUE,hid_2014,FALSE
behgen,2014,be,h,TRUE,hid_2014,FALSE
bejugend,2014,be,p,TRUE,hid_2014,FALSE
bekind,2014,be,p,TRUE,hid_2014,FALSE
bep,2014,be,p,TRUE,hid_2014,FALSE
bepbrutto,2014,be,p,TRUE,hid_2014,FALSE
bepequiv,2014,be,p,TRUE,hid_2014,FALSE
bepgen,2014,be,p,TRUE,hid_2014,FALSE
bepluecke,2015,bf,p,TRUE,hid_2014,FALSE
beschool,2014,be,p,TRUE,hid_2014,FALSE
bfh,2015,bf,h,TRUE,hid_2015,FALSE
bfhbrutto,2015,bf,h,TRUE,hid_2015,FALSE
bfhgen,2015,bf,h,TRUE,hid_2015,FALSE
bfjugend,2015,bf,p,TRUE,hid_2015,FALSE
bfkind,2015,bf,p,TRUE,hid_2015,FALSE
bfp,2015,bf,p,TRUE,hid_2015,FALSE
bfpbrutto,2015,bf,p,TRUE,hid_2015,FALSE
bfpequiv,2015,bf,p,TRUE,hid_2015,FALSE
bfpgen,2015,bf,p,TRUE,hid_2015,FALSE
bfpluecke,2016,bg,p,TRUE,hid_2015,FALSE
bfschool,2015,bf,p,TRUE,hid_2015,FALSE
bgh,2016,bg,h,TRUE,hid_2016,FALSE
bghbrutto,2016,bg,h,TRUE,hid_2016,FALSE
bghgen,2016,bg,h,TRUE,hid_2016,FALSE
bgjugend,2016,bg,p,TRUE,hid_2016,FALSE
bgkind,2016,bg,p,TRUE,hid_2016,FALSE
bgp,2016,bg,p,TRUE,hid_2016,FALSE
bgpbrutto,2016,bg,p,TRUE,hid_2016,FALSE
bgpequiv,2016,bg,p,TRUE,hid_2016,FALSE
bgpgen,2016,bg,p,TRUE,hid_2016,FALSE
bgpluecke,2017,bh,p,TRUE,hid_2016,FALSE
bgschool,2016,bg,p,TRUE,hid_2016,FALSE
bgschool2,2016,bg,p,TRUE,hid_2016,FALSE
bh,1985,b,h,TRUE,hid_1985,FALSE
bhbrutto,1985,b,h,TRUE,hid_1985,FALSE
bhgen,1985,b,h,TRUE,hid_1985,FALSE
bhh,2017,bh,h,TRUE,hid_2017,FALSE
bhhbrutto,2017,bh,h,TRUE,hid_2017,FALSE
bhhgen,2017,bh,h,TRUE,hid_2017,FALSE
bhjugend,2017,bh,p,TRUE,hid_2017,FALSE
bhkind,2017,bh,p,TRUE,hid_2017,FALSE
bhp,2017,bh,p,TRUE,hid_2017,FALSE
bhpbrutto,2017,bh,p,TRUE,hid_2017,FALSE
bhpequiv,2017,bh,p,TRUE,hid_2017,FALSE
bhpgen,2017,bh,p,TRUE,hid_2017,FALSE
bhpluecke,2018,bi,p,TRUE,hid_2017,FALSE
bhschool,2017,bh,p,TRUE,hid_2017,FALSE
bhschool2,2017,bh,p,TRUE,hid_2017,FALSE
bih,2018,bi,h,TRUE,hid_2018,FALSE
bihbrutto,2018,bi,h,TRUE,hid_2018,FALSE
bihgen,2018,bi,h,TRUE,hid_2018,FALSE
bijugend,2018,bi,p,TRUE,hid_2018,FALSE
bikind,2018,bi,p,TRUE,hid_2018,FALSE
bip,2018,bi,p,TRUE,hid_2018,FALSE
bipbrutto,2018,bi,p,TRUE,hid_2018,FALSE
bipequiv,2018,bi,p,TRUE,hid_2018,FALSE
bipgen,2018,bi,p,TRUE,hid_2018,FALSE
bipluecke,2019,bj,p,TRUE,hid_2018,FALSE
bischool,2018,bi,p,TRUE,hid_2018,FALSE
bischool2,2018,bi,p,TRUE,hid_2018,FALSE
bjh,2019,bj,h,TRUE,hid_2019,FALSE
bjhbrutto,2019,bj,h,TRUE,hid_2019,FALSE
bjhgen,2019,bj,h,TRUE,hid_2019,FALSE
bjjugend,2019,bj,p,TRUE,hid_2019,FALSE
bjkind,2019,bj,p,TRUE,hid_2019,FALSE
bjp,2019,bj,p,TRUE,hid_2019,FALSE
bjpbrutto,2019,bj,p,TRUE,hid_2019,FALSE
bjpequiv,2019,bj,p,TRUE,hid_2019,FALSE
bjpgen,2019,bj,p,TRUE,hid_2019,FALSE
bjpluecke,2020,bk,p,TRUE,hid_2019,FALSE
bjschool,2019,bj,p,TRUE,hid_2019,FALSE
bjschool2,2019,bj,p,TRUE,hid_2019,FALSE
bkh,2020,bk,h,TRUE,hid_2020,FALSE
bkhbrutto,2020,bk,h,TRUE,hid_2020,FALSE
bkhgen,2020,bk,h,TRUE,hid_2020,FALSE
bkind,1985,b,p,TRUE,hid_1985,FALSE
bkjugend,2020,bk,p,TRUE,hid_2020,FALSE
bkkind,2020,bk,p,TRUE,hid_2020,FALSE
bkp,2020,bk,p,TRUE,hid_2020,FALSE
bkpbrutto,2020,bk,p,TRUE,hid_2020,FALSE
bkpequiv,2020,bk,p,TRUE,hid_2020,FALSE
bkpgen,2020,bk,p,TRUE,hid_2020,FALSE
bkpluecke,2021,bl,p,TRUE,hid_2020,FALSE
bkschool,2020,bk,p,TRUE,hid_2020,FALSE
bkschool2,2020,bk,p,TRUE,hid_2020,FALSE
blh,2021,bl,h,TRUE,hid_2021,FALSE
blhbrutto,2021,bl,h,TRUE,hid_2021,FALSE
blhgen,2021,bl,h,TRUE,hid_2021,FALSE
bljugend,2021,bl,p,TRUE,hid_2021,FALSE
blkind,2021,bl,p,TRUE,hid_2021,FALSE
blp,2021,bl,p,TRUE,hid_2021,FALSE
blpbrutto,2021,bl,p,TRUE,hid_2021,FALSE
blpequiv,2021,bl,p,TRUE,hid_2021,FALSE
blpgen,2021,bl,p,TRUE,hid_2021,FALSE
blpluecke,2022,bm,p,TRUE,hid_2021,FALSE
blschool,2021,bl,p,TRUE,hid_2021,FALSE
blschool2,2021,bl,p,TRUE,hid_2021,FALSE
bmh,2022,bm,p,TRUE,hid_2022,FALSE
bmhbrutto,2022,bm,h,TRUE,hid_2022,FALSE
bmhgen,2022,bm,h,TRUE,hid_2022,FALSE
bmjugend,2022,bm,p,TRUE,hid_2022,FALSE
bmkind,2022,bm,p,TRUE,hid_2022,FALSE
bmp,2022,bm,p,TRUE,hid_2022,FALSE
bmpbrutto,2022,bm,p,TRUE,hid_2022,FALSE
bmpequiv,2022,bm,p,TRUE,hid_2022,FALSE
bmpgen,2022,bm,p,TRUE,hid_2022,FALSE
bmpluecke,2023,bn,p,TRUE,hid_2022,FALSE
bmschool,2022,bm,p,TRUE,hid_2022,FALSE
bmschool2,2022,bm,p,TRUE,hid_2022,FALSE
bnh,2023,bn,p,TRUE,hid_2023,FALSE
bnhbrutto,2023,bn,h,TRUE,hid_2023,FALSE
bnhgen,2023,bn,h,TRUE,hid_2023,FALSE
bnkind,2023,bn,p,TRUE,hid_2023,FALSE
bnp,2023,bn,p,TRUE,hid_2023,FALSE
bnpbrutto,2023,bn,p,TRUE,hid_2023,FALSE
bnpgen,2023,bn,p,TRUE,hid_2023,FALSE
bnyouth,2023,bn,p,TRUE,hid_2023,FALSE
bp,1985,b,p,TRUE,hid_1985,FALSE
bpausl,1985,b,p,TRUE,hid_1985,FALSE
bpbrutto,1985,b,p,TRUE,hid_1985,FALSE
bpequiv,1985,b,p,TRUE,hid_1985,FALSE
bpgen,1985,b,p,TRUE,hid_1985,FALSE
bpluecke,1986,c,p,TRUE,hid_1985,FALSE
ch,1986,c,h,TRUE,hid_1986,FALSE
chbrutto,1986,c,h,TRUE,hid_1986,FALSE
chgen,1986,c,h,TRUE,hid_1986,FALSE
ckind,1986,c,p,TRUE,hid_1986,FALSE
cp,1986,c,p,TRUE,hid_1986,FALSE
cpausl,1986,c,p,TRUE,hid_1986,FALSE
cpbrutto,1986,c,p,TRUE,hid_1986,FALSE
cpequiv,1986,c,p,TRUE,hid_1986,FALSE
cpgen,1986,c,p,TRUE,hid_1986,FALSE
cpluecke,1987,d,p,TRUE,hid_1986,FALSE
dh,1987,d,h,TRUE,hid_1987,FALSE
dhbrutto,1987,d,h,TRUE,hid_1987,FALSE
dhgen,1987,d,h,TRUE,hid_1987,FALSE
dkind,1987,d,p,TRUE,hid_1987,FALSE
dp,1987,d,p,TRUE,hid_1987,FALSE
dpausl,1987,d,p,TRUE,hid_1987,FALSE
dpbrutto,1987,d,p,TRUE,hid_1987,FALSE
dpequiv,1987,d,p,TRUE,hid_1987,FALSE
dpgen,1987,d,p,TRUE,hid_1987,FALSE
dpluecke,1988,e,p,TRUE,hid_1987,FALSE
eh,1988,e,h,TRUE,hid_1988,FALSE
ehbrutto,1988,e,h,TRUE,hid_1988,FALSE
ehgen,1988,e,h,TRUE,hid_1988,FALSE
ekind,1988,e,p,TRUE,hid_1988,FALSE
ep,1988,e,p,TRUE,hid_1988,FALSE
epausl,1988,e,p,TRUE,hid_1988,FALSE
epbrutto,1988,e,p,TRUE,hid_1988,FALSE
epequiv,1988,e,p,TRUE,hid_1988,FALSE
epgen,1988,e,p,TRUE,hid_1988,FALSE
epluecke,1989,f,p,TRUE,hid_1988,FALSE
fh,1989,f,h,TRUE,hid_1989,FALSE
fhbrutto,1989,f,h,TRUE,hid_1989,FALSE
fhgen,1989,f,h,TRUE,hid_1989,FALSE
fkind,1989,f,p,TRUE,hid_1989,FALSE
fp,1989,f,p,TRUE,hid_1989,FALSE
fpausl,1989,f,p,TRUE,hid_1989,FALSE
fpbrutto,1989,f,p,TRUE,hid_1989,FALSE
fpequiv,1989,f,p,TRUE,hid_1989,FALSE
fpgen,1989,f,p,TRUE,hid_1989,FALSE
fpluecke,1990,g,p,TRUE,hid_1989,FALSE
gh,1990,g,h,TRUE,hid_1990,FALSE
ghbrutto,1990,g,h,TRUE,hid_1990,FALSE
ghgen,1990,g,h,TRUE,hid_1990,FALSE
ghost,1990,g,h,TRUE,hid_1990,FALSE
gkind,1990,g,p,TRUE,hid_1990,FALSE
gp,1990,g,p,TRUE,hid_1990,FALSE
gpausl,1990,g,p,TRUE,hid_1990,FALSE
gpbrutto,1990,g,p,TRUE,hid_1990,FALSE
gpequiv,1990,g,p,TRUE,hid_1990,FALSE
gpgen,1990,g,p,TRUE,hid_1990,FALSE
gpluecke,1991,h,p,TRUE,hid_1990,FALSE
hh,1991,h,h,TRUE,hid_1991,FALSE
hhbrutto,1991,h,h,TRUE,hid_1991,FALSE
hhgen,1991,h,h,TRUE,hid_1991,FALSE
hhrf,0,,h,TRUE,hid_0,TRUE
hkind,1991,h,p,TRUE,hid_1991,FALSE
hl,0,,h,TRUE,hid_0,FALSE
hp,1991,h,p,TRUE,hid_1991,FALSE
hpausl,1991,h,p,TRUE,hid_1991,FALSE
hpbrutto,1991,h,p,TRUE,hid_1991,FALSE
hpequiv,1991,h,p,TRUE,hid_1991,FALSE
hpfad,0,,h,TRUE,hid_0,TRUE
hpgen,1991,h,p,TRUE,hid_1991,FALSE
hpluecke,1992,i,p,TRUE,hid_1991,FALSE
ih,1992,i,h,TRUE,hid_1992,FALSE
ihbrutto,1992,i,h,TRUE,hid_1992,FALSE
ihgen,1992,i,h,TRUE,hid_1992,FALSE
ikind,1992,i,p,TRUE,hid_1992,FALSE
ip,1992,i,p,TRUE,hid_1992,FALSE
ipausl,1992,i,p,TRUE,hid_1992,FALSE
ipbrutto,1992,i,p,TRUE,hid_1992,FALSE
ipequiv,1992,i,p,TRUE,hid_1992,FALSE
ipgen,1992,i,p,TRUE,hid_1992,FALSE
ipluecke,1993,j,p,TRUE,hid_1992,FALSE
jh,1993,j,h,TRUE,hid_1993,FALSE
jhbrutto,1993,j,h,TRUE,hid_1993,FALSE
jhgen,1993,j,h,TRUE,hid_1993,FALSE
jkind,1993,j,p,TRUE,hid_1993,FALSE
jp,1993,j,p,TRUE,hid_1993,FALSE
jpausl,1993,j,p,TRUE,hid_1993,FALSE
jpbrutto,1993,j,p,TRUE,hid_1993,FALSE
jpequiv,1993,j,p,TRUE,hid_1993,FALSE
jpgen,1993,j,p,TRUE,hid_1993,FALSE
jpluecke,1994,k,p,TRUE,hid_1993,FALSE
jugendl,0,,p,TRUE,hid_0,FALSE
kh,1994,k,h,TRUE,hid_1994,FALSE
khbrutto,1994,k,h,TRUE,hid_1994,FALSE
khgen,1994,k,h,TRUE,hid_1994,FALSE
kkind,1994,k,p,TRUE,hid_1994,FALSE
kp,1994,k,p,TRUE,hid_1994,FALSE
kpausl,1994,k,p,TRUE,hid_1994,FALSE
kpbrutto,1994,k,p,TRUE,hid_1994,FALSE
kpequiv,1994,k,p,TRUE,hid_1994,FALSE
kpgen,1994,k,p,TRUE,hid_1994,FALSE
kpluecke,1995,l,p,TRUE,hid_1994,FALSE
lh,1995,l,h,TRUE,hid_1995,FALSE
lhbrutto,1995,l,h,TRUE,hid_1995,FALSE
lhgen,1995,l,h,TRUE,hid_1995,FALSE
lkind,1995,l,p,TRUE,hid_1995,FALSE
lp,1995,l,p,TRUE,hid_1995,FALSE
lpausl,1995,l,p,TRUE,hid_1995,FALSE
lpbrutto,1995,l,p,TRUE,hid_1995,FALSE
lpequiv,1995,l,p,TRUE,hid_1995,FALSE
lpgen,1995,l,p,TRUE,hid_1995,FALSE
lpluecke,1996,m,p,TRUE,hid_1995,FALSE
mh,1996,m,h,TRUE,hid_1996,FALSE
mhbrutto,1996,m,h,TRUE,hid_1996,FALSE
mhgen,1996,m,h,TRUE,hid_1996,FALSE
mkind,1996,m,p,TRUE,hid_1996,FALSE
mp,1996,m,p,TRUE,hid_1996,FALSE
mpbrutto,1996,m,p,TRUE,hid_1996,FALSE
mpequiv,1996,m,p,TRUE,hid_1996,FALSE
mpgen,1996,m,p,TRUE,hid_1996,FALSE
mpluecke,1997,n,p,TRUE,hid_1996,FALSE
nh,1997,n,h,TRUE,hid_1997,FALSE
nhbrutto,1997,n,h,TRUE,hid_1997,FALSE
nhgen,1997,n,h,TRUE,hid_1997,FALSE
nkind,1997,n,p,TRUE,hid_1997,FALSE
np,1997,n,p,TRUE,hid_1997,FALSE
npbrutto,1997,n,p,TRUE,hid_1997,FALSE
npequiv,1997,n,p,TRUE,hid_1997,FALSE
npgen,1997,n,p,TRUE,hid_1997,FALSE
npluecke,1998,o,p,TRUE,hid_1997,FALSE
oh,1998,o,h,TRUE,hid_1998,FALSE
ohbrutto,1998,o,h,TRUE,hid_1998,FALSE
ohgen,1998,o,h,TRUE,hid_1998,FALSE
okind,1998,o,p,TRUE,hid_1998,FALSE
op,1998,o,p,TRUE,hid_1998,FALSE
opbrutto,1998,o,p,TRUE,hid_1998,FALSE
opequiv,1998,o,p,TRUE,hid_1998,FALSE
opgen,1998,o,p,TRUE,hid_1998,FALSE
opluecke,1999,p,p,TRUE,hid_1998,FALSE
ph,1999,p,h,TRUE,hid_1999,FALSE
phbrutto,1999,p,h,TRUE,hid_1999,FALSE
phgen,1999,p,h,TRUE,hid_1999,FALSE
phrf,0,,p,TRUE,hid_0,TRUE
pkind,1999,p,p,TRUE,hid_1999,FALSE
pl,0,,p,TRUE,hid_0,FALSE
plueckel,0,,p,TRUE,hid_-1,FALSE
pp,1999,p,p,TRUE,hid_1999,FALSE
ppbrutto,1999,p,p,TRUE,hid_1999,FALSE
ppequiv,1999,p,p,TRUE,hid_1999,FALSE
ppfad,0,,p,TRUE,hid_0,TRUE
ppgen,1999,p,p,TRUE,hid_1999,FALSE
ppluecke,2000,q,p,TRUE,hid_1999,FALSE
qh,2000,q,h,TRUE,hid_2000,FALSE
qhbrutto,2000,q,h,TRUE,hid_2000,FALSE
qhgen,2000,q,h,TRUE,hid_2000,FALSE
qjugend,2000,q,p,TRUE,hid_2000,FALSE
qkind,2000,q,p,TRUE,hid_2000,FALSE
qp,2000,q,p,TRUE,hid_2000,FALSE
qpbrutto,2000,q,p,TRUE,hid_2000,FALSE
qpequiv,2000,q,p,TRUE,hid_2000,FALSE
qpgen,2000,q,p,TRUE,hid_2000,FALSE
qpluecke,2001,r,p,TRUE,hid_2000,FALSE
rh,2001,r,h,TRUE,hid_2001,FALSE
rhbrutto,2001,r,h,TRUE,hid_2001,FALSE
rhgen,2001,r,h,TRUE,hid_2001,FALSE
rjugend,2001,r,p,TRUE,hid_2001,FALSE
rkind,2001,r,p,TRUE,hid_2001,FALSE
rp,2001,r,p,TRUE,hid_2001,FALSE
rpbrutto,2001,r,p,TRUE,hid_2001,FALSE
rpequiv,2001,r,p,TRUE,hid_2001,FALSE
rpgen,2001,r,p,TRUE,hid_2001,FALSE
rpluecke,2002,s,p,TRUE,hid_2001,FALSE
sh,2002,s,h,TRUE,hid_2002,FALSE
shbrutto,2002,s,h,TRUE,hid_2002,FALSE
shgen,2002,s,h,TRUE,hid_2002,FALSE
sjugend,2002,s,p,TRUE,hid_2002,FALSE
skind,2002,s,p,TRUE,hid_2002,FALSE
sp,2002,s,p,TRUE,hid_2002,FALSE
spbrutto,2002,s,p,TRUE,hid_2002,FALSE
spequiv,2002,s,p,TRUE,hid_2002,FALSE
spgen,2002,s,p,TRUE,hid_2002,FALSE
spluecke,2003,t,p,TRUE,hid_2002,FALSE
th,2003,t,h,TRUE,hid_2003,FALSE
thbrutto,2003,t,h,TRUE,hid_2003,FALSE
thgen,2003,t,h,TRUE,hid_2003,FALSE
tjugend,2003,t,p,TRUE,hid_2003,FALSE
tkind,2003,t,p,TRUE,hid_2003,FALSE
tp,2003,t,p,TRUE,hid_2003,FALSE
tpbrutto,2003,t,p,TRUE,hid_2003,FALSE
tpequiv,2003,t,p,TRUE,hid_2003,FALSE
tpgen,2003,t,p,TRUE,hid_2003,FALSE
tpluecke,2004,u,p,TRUE,hid_2003,FALSE
uh,2004,u,h,TRUE,hid_2004,FALSE
uhbrutto,2004,u,h,TRUE,hid_2004,FALSE
uhgen,2004,u,h,TRUE,hid_2004,FALSE
ujugend,2004,u,p,TRUE,hid_2004,FALSE
ukind,2004,u,p,TRUE,hid_2004,FALSE
up,2004,u,p,TRUE,hid_2004,FALSE
upbrutto,2004,u,p,TRUE,hid_2004,FALSE
upequiv,2004,u,p,TRUE,hid_2004,FALSE
upgen,2004,u,p,TRUE,hid_2004,FALSE
upluecke,2005,v,p,TRUE,hid_2004,FALSE
vh,2005,v,h,TRUE,hid_2005,FALSE
vhbrutto,2005,v,h,TRUE,hid_2005,FALSE
vhgen,2005,v,h,TRUE,hid_2005,FALSE
vjugend,2005,v,p,TRUE,hid_2005,FALSE
vkind,2005,v,p,TRUE,hid_2005,FALSE
vp,2005,v,p,TRUE,hid_2005,FALSE
vpbrutto,2005,v,p,TRUE,hid_2005,FALSE
vpequiv,2005,v,p,TRUE,hid_2005,FALSE
vpgen,2005,v,p,TRUE,hid_2005,FALSE
vpluecke,2006,w,p,TRUE,hid_2005,FALSE
wh,2006,w,h,TRUE,hid_2006,FALSE
whbrutto,2006,w,h,TRUE,hid_2006,FALSE
whgen,2006,w,h,TRUE,hid_2006,FALSE
wjugend,2006,w,p,TRUE,hid_2006,FALSE
wkind,2006,w,p,TRUE,hid_2006,FALSE
wp,2006,w,p,TRUE,hid_2006,FALSE
wpbrutto,2006,w,p,TRUE,hid_2006,FALSE
wpequiv,2006,w,p,TRUE,hid_2006,FALSE
wpgen,2006,w,p,TRUE,hid_2006,FALSE
wpluecke,2007,x,p,TRUE,hid_2006,FALSE
xh,2007,x,h,TRUE,hid_2007,FALSE
xhbrutto,2007,x,h,TRUE,hid_2007,FALSE
xhgen,2007,x,h,TRUE,hid_2007,FALSE
xjugend,2007,x,p,TRUE,hid_2007,FALSE
xkind,2007,x,p,TRUE,hid_2007,FALSE
xp,2007,x,p,TRUE,hid_2007,FALSE
xpbrutto,2007,x,p,TRUE,hid_2007,FALSE
xpequiv,2007,x,p,TRUE,hid_2007,FALSE
xpgen,2007,x,p,TRUE,hid_2007,FALSE
xpluecke,2008,y,p,TRUE,hid_2007,FALSE
yh,2008,y,h,TRUE,hid_2008,FALSE
yhbrutto,2008,y,h,TRUE,hid_2008,FALSE
yhgen,2008,y,h,TRUE,hid_2008,FALSE
yjugend,2008,y,p,TRUE,hid_2008,FALSE
ykind,2008,y,p,TRUE,hid_2008,FALSE
yp,2008,y,p,TRUE,hid_2008,FALSE
ypbrutto,2008,y,p,TRUE,hid_2008,FALSE
ypequiv,2008,y,p,TRUE,hid_2008,FALSE
ypgen,2008,y,p,TRUE,hid_2008,FALSE
ypluecke,2009,z,p,TRUE,hid_2008,FALSE
zh,2009,z,h,TRUE,hid_2009,FALSE
zhbrutto,2009,z,h,TRUE,hid_2009,FALSE
zhgen,2009,z,h,TRUE,hid_2009,FALSE
zjugend,2009,z,p,TRUE,hid_2009,FALSE
zkind,2009,z,p,TRUE,hid_2009,FALSE
zp,2009,z,p,TRUE,hid_2009,FALSE
zpbrutto,2009,z,p,TRUE,hid_2009,FALSE
zpequiv,2009,z,p,TRUE,hid_2009,FALSE
zpgen,2009,z,p,TRUE,hid_2009,FALSE
zpluecke,2010,ba,p,TRUE,hid_2009,FALSE
